mouse_gene,human_gene
Olfr460,OR9A4
Olfr455,OR10AC1
Olfr453,OR2F1
Olfr38,OR2F1
Olfr38,OR2F2
Olfr452,OR2F2
Olfr592,OR52J3
Olfr211,OR13A1
Olfr71,OR13J1
Olfr159,OR13C7
Olfr155,OR13C7
Olfr273,OR13C3
Olfr272,OR13C8
Olfr270,OR13D1
Olfr767,OR2AP1
Olfr791,OR6C2
Olfr788,OR6C3
Olfr786,OR6C1
Oog2,PRAMEF1
Oog2,PRAMEF10
Oog2,PRAMEF11
Oog2,PRAMEF12
Oog2,PRAMEF13
Oog2,PRAMEF14
Oog2,PRAMEF15
Oog2,PRAMEF17
Oog2,PRAMEF18
Oog2,PRAMEF19
Oog2,PRAMEF2
Oog2,PRAMEF20
Oog2,PRAMEF22
Oog2,PRAMEF4
Oog2,PRAMEF5
Oog2,PRAMEF6
Oog2,PRAMEF7
Oog2,PRAMEF8
Pramel26,PRAMEF1
Pramel26,PRAMEF10
Pramel26,PRAMEF11
Pramel26,PRAMEF12
Pramel26,PRAMEF13
Pramel26,PRAMEF14
Pramel26,PRAMEF15
Pramel26,PRAMEF17
Pramel26,PRAMEF18
Pramel26,PRAMEF19
Pramel26,PRAMEF2
Pramel26,PRAMEF20
Pramel26,PRAMEF22
Pramel26,PRAMEF4
Pramel26,PRAMEF5
Pramel26,PRAMEF6
Pramel26,PRAMEF7
Pramel26,PRAMEF8
Oosp2,OOSP2
Opalin,OPALIN
Orai3,ORAI3
Orm2,ORM1
Orm2,ORM2
Orm1,ORM1
Orm1,ORM2
Orm3,ORM1
Orm3,ORM2
Osgin1,OSGIN1
Otog,OTOG
Otor,OTOR
Otub2,OTUB2
Otud1,OTUD1
Ovch2,OVCH2
Oxct2a,OXCT2
Oxct2b,OXCT2
P2rx6,P2RX6
P2ry14,P2RY14
P2ry6,P2RY6
P4ha3,P4HA3
Fam122a,PABIR1
Fam122c,PABIR3
Pacrgl,PACRGL
Paip2,PAIP2
Paip2b,PAIP2B
Pak3,PAK3
Palm3,PALM3
Pam16,PAM16
Pate1,PATE1
Pate2,PATE2
Pate3,PATE3
Pate4,PATE4
Paxbp1,PAXBP1
Pcdh9,PCDH9
Gm37013,PCDHA4
Pcgf2,PCGF2
Pcgf3,PCGF3
Pclaf,PCLAF
Pcp2,PCP2
Pcsk1n,PCSK1N
Pcsk4,PCSK4
Pcyox1l,PCYOX1L
Pdcd1lg2,PDCD1LG2
Pde1b,PDE1B
Pde2a,PDE2A
Pde8a,PDE8A
Pdgfd,PDGFD
Pdpn,PDPN
Pdzd9,PDZD9
Pea15a,PEA15
Peg3,PEG3
Pf4,PF4
Pf4,PF4V1
Pfn3,PFN3
Pgc,PGC
Pglyrp1,PGLYRP1
Pglyrp3,PGLYRP3
Pglyrp4,PGLYRP4
Phactr1,PHACTR1
Phf7,PHF7
Phyhip,PHYHIP
Pi16,PI16
Pianp,PIANP
Pifo,PIFO
Pigyl,PIGY
Pimreg,PIMREG
Pin1rt1,PIN1
Pip,PIP
Pip4k2b,PIP4K2B
Pirt,PIRT
Pitpnm1,PITPNM1
Piwil4,PIWIL4
Pkd2l2,PKD2L2
Pkdrej,PKDREJ
Pkia,PKIA
Pla2g2a,PLA2G2A
Pla2g2c,PLA2G2C
Pla2g2d,PLA2G2D
Pla2g2f,PLA2G2F
Pla2g5,PLA2G5
Plac1,PLAC1
Plac9,PLAC9
Plagl1,PLAGL1
Plaur,PLAUR
Plbd2,PLBD2
Plcb1,PLCB1
Plcl1,PLCL1
Plcl2,PLCL2
Plcxd2,PLCXD2
Plcz1,PLCZ1
Pld4,PLD4
Pld5,PLD5
Plekha4,PLEKHA4
Plekhg1,PLEKHG1
Plekhg2,PLEKHG2
Plet1,PLET1
Plk5,PLK5
Plpp5,PLPP5
Pm20d2,PM20D2
Pmepa1,PMEPA1
Pmfbp1,PMFBP1
Pml,PML
Pmm1,PMM1
Pnldc1,PNLDC1
Pnlip,PNLIP
Pnliprp1,PNLIPRP1
Pnliprp2,PNLIPRP2
Pnma1,PNMA1
Pnma2,PNMA2
Pnma3,PNMA3
Pnma5,PNMA5
Pnma8a,PNMA8A
Pnma8b,PNMA8B
Pnpla5,PNPLA5
Pnpt1,PNPT1
Podnl1,PODNL1
Pogk,POGK
Pom121l12,POM121L12
Potegl,POTEA
Potegl,POTEB
Potegl,POTEB2
Potegl,POTEC
Potegl,POTEH
Potegl,POTEM
Poteg,POTEB
Poteg,POTEB2
Poteg,POTEC
Poteg,POTEG
Poteg,POTEH
Poteg,POTEM
Pou2af1,POU2AF1
Pp2d1,PP2D1
Ppic,PPIC
Ppp1r14d,PPP1R14D
Ppp1r1a,PPP1R1A
Ppp1r36,PPP1R36
Ppp1r3e,PPP1R3E
Ppp1r3g,PPP1R3G
Ppp3cb,PPP3CB
Ppp3r2,PPP3R2
Ppy,PPY
Pradc1,PRADC1
Prag1,PRAG1
Pram1,PRAM1
Pramel13,PRAME
Pramel13,PRAMEF1
Pramel13,PRAMEF10
Pramel13,PRAMEF11
Pramel13,PRAMEF12
Pramel13,PRAMEF13
Pramel13,PRAMEF14
Pramel13,PRAMEF15
Pramel13,PRAMEF17
Pramel13,PRAMEF18
Pramel13,PRAMEF19
Pramel13,PRAMEF2
Pramel13,PRAMEF20
Pramel13,PRAMEF22
Pramel13,PRAMEF26
Pramel13,PRAMEF27
Pramel13,PRAMEF33
Pramel13,PRAMEF4
Pramel13,PRAMEF5
Pramel13,PRAMEF6
Pramel13,PRAMEF7
Pramel13,PRAMEF8
Pramel14,PRAMEF1
Pramel14,PRAMEF10
Pramel14,PRAMEF11
Pramel14,PRAMEF12
Pramel14,PRAMEF13
Pramel14,PRAMEF15
Pramel14,PRAMEF17
Pramel14,PRAMEF18
Pramel14,PRAMEF19
Pramel14,PRAMEF2
Pramel14,PRAMEF20
Pramel14,PRAMEF22
Pramel14,PRAMEF4
Pramel14,PRAMEF5
Pramel14,PRAMEF6
Pramel14,PRAMEF7
Pramel14,PRAMEF8
Pramel30,PRAMEF1
Pramel30,PRAMEF10
Pramel30,PRAMEF11
Pramel30,PRAMEF12
Pramel30,PRAMEF13
Pramel30,PRAMEF15
Pramel30,PRAMEF17
Pramel30,PRAMEF18
Pramel30,PRAMEF19
Pramel30,PRAMEF2
Pramel30,PRAMEF20
Pramel30,PRAMEF22
Pramel30,PRAMEF4
Pramel30,PRAMEF5
Pramel30,PRAMEF6
Pramel30,PRAMEF7
Pramel30,PRAMEF8
Pramel15,PRAMEF1
Pramel15,PRAMEF10
Pramel15,PRAMEF11
Pramel15,PRAMEF12
Pramel15,PRAMEF13
Pramel15,PRAMEF15
Pramel15,PRAMEF17
Pramel15,PRAMEF18
Pramel15,PRAMEF19
Pramel15,PRAMEF2
Pramel15,PRAMEF20
Pramel15,PRAMEF22
Pramel15,PRAMEF4
Pramel15,PRAMEF5
Pramel15,PRAMEF6
Pramel15,PRAMEF7
Pramel15,PRAMEF8
Pramel1,PRAMEF1
Pramel1,PRAMEF10
Pramel1,PRAMEF11
Pramel1,PRAMEF12
Pramel1,PRAMEF13
Pramel1,PRAMEF15
Pramel1,PRAMEF17
Pramel1,PRAMEF18
Pramel1,PRAMEF19
Pramel1,PRAMEF2
Pramel1,PRAMEF20
Pramel1,PRAMEF22
Pramel1,PRAMEF4
Pramel1,PRAMEF5
Pramel1,PRAMEF6
Pramel1,PRAMEF7
Pramel1,PRAMEF8
Pramel12,PRAMEF1
Pramel12,PRAMEF10
Pramel12,PRAMEF11
Pramel12,PRAMEF12
Pramel12,PRAMEF13
Pramel12,PRAMEF15
Pramel12,PRAMEF17
Pramel12,PRAMEF18
Pramel12,PRAMEF19
Pramel12,PRAMEF2
Pramel12,PRAMEF20
Pramel12,PRAMEF22
Pramel12,PRAMEF4
Pramel12,PRAMEF5
Pramel12,PRAMEF6
Pramel12,PRAMEF7
Pramel12,PRAMEF8
Pramel6,PRAMEF1
Pramel6,PRAMEF10
Pramel6,PRAMEF11
Pramel6,PRAMEF12
Pramel6,PRAMEF13
Pramel6,PRAMEF14
Pramel6,PRAMEF15
Pramel6,PRAMEF17
Pramel6,PRAMEF18
Pramel6,PRAMEF19
Pramel6,PRAMEF2
Pramel6,PRAMEF20
Pramel6,PRAMEF22
Pramel6,PRAMEF4
Pramel6,PRAMEF5
Pramel6,PRAMEF6
Pramel6,PRAMEF7
Pramel6,PRAMEF8
Prap1,PRAP1
Prpmp5,PRB1
Prpmp5,PRB3
Prpmp5,PRB4
Prpmp5,PRH2
Prb1,PRB2
Prb1,PRB3
Prb1,PRB4
Gm8882,PRB1
Gm8882,PRB3
Gm8882,PRB4
Gm8882,PRH2
Prdm15,PRDM15
Prdm9,PRDM9
Prg2,PRG2
Prg3,PRG3
Prkar2b,PRKAR2B
Prkd2,PRKD2
Prl2a1,PRL
Prl2b1,PRL
Prl2c2,PRL
Prl2c1,PRL
Prl2c5,PRL
Prl3a1,PRL
Prl3b1,PRL
Prl3c1,PRL
Prl3d3,PRL
Prl3d2,PRL
Prl4a1,PRL
Prl5a1,PRL
Prl6a1,PRL
Prl7a2,PRL
Prl7b1,PRL
Prl7d1,PRL
Prl8a2,PRL
Prl8a1,PRL
Prl8a6,PRL
Prl8a8,PRL
Prl8a9,PRL
Prm1,PRM1
Prm2,PRM2
Prm3,PRM3
Prn,PRND
Prnd,PRND
Procr,PROCR
Proser2,PROSER2
Prr15,PRR15
Prr19,PRR19
Prr22,PRR22
Prr27,PRR27
Prr29,PRR29
Prr3,PRR3
Prr30,PRR30
Prr32,PRR32
Prr7,PRR7
Prr9,PRR9
Prss21,PRSS21
Prss33,PRSS33
Prss37,PRSS37
Prss38,PRSS38
Prss40,PRSS40A
Prss40,PRSS40B
Prss41,PRSS41
Prss44,PRSS44P
Prss45,PRSS45P
Prss46,PRSS46P
Prss47,PRSS47P
Prss48,PRSS48
Prss50,PRSS50
Prss54,PRSS54
Prss55,PRSS55
Prss57,PRSS57
Prss58,PRSS58
Prtn3,PRTN3
Psd4,PSD4
Psg20,CEACAM4
Pspn,PSPN
Psrc1,PSRC1
Pstk,PSTK
Ptchd3,PTCHD3
Ptcra,PTCRA
Ptgdr,PTGDR
Ptgdr2,PTGDR2
Ptms,PTMS
Ptpn14,PTPN14
Ptpn7,PTPN7
Ptprcap,PTPRCAP
Ptprh,PTPRH
Ptprk,PTPRK
Ptprm,PTPRM
Ptprr,PTPRR
Ptprv,PTPRVP
Pum3,PUM3
Qprt,QPRT
R3hdm2,R3HDM2
Rab11fip2,RAB11FIP2
Rab26,RAB26
Rab29,RAB29
Rab2b,RAB2B
Rab37,RAB37
Rab39,RAB39A
Rab7b,RAB7B
Rabgap1,RABGAP1
Rai1,RAI1
Gm10767,RAMAC
Gm9830,RAMAC
Ramac,RAMAC
Ramp3,RAMP3
Ranbp17,RANBP17
Ranbp2,RANBP2
Ranbp2,RGPD1
Ranbp2,RGPD2
Ranbp2,RGPD3
Ranbp2,RGPD4
Ranbp2,RGPD6
Ranbp2,RGPD8
Rarb,RARB
Rasal1,RASAL1
Rasgef1c,RASGEF1C
Rasgrp1,RASGRP1
Rassf10,RASSF10
Rbak,RBAK
Rbak,RBAK-RBAKDN
Rbm6,RBM6
Rbsn,RBSN
Rdh16,RDH16
Rdh16f2,RDH16
Rdh19,RDH16
Rdh1,RDH16
Rdh7,RDH16
Rec114,REC114
Reep4,REEP4
Rep15,REP15
Repin1,REPIN1
Resf1,RESF1
Resp18,RESP18
Retn,RETN
Retnla,RETNLB
Retnlb,RETNLB
Retnlg,RETNLB
Rexo5,REXO5
Rfpl4,RFPL1
Rfpl4,RFPL2
Rfpl4,RFPL3
Rfpl4,RFPL4A
Rfpl4,RFPL4AL1
Krt88,KRT88P
4833420G17Rik,C5orf34
4933417A18Rik,C6orf201
9930012K11Rik,C8orf58
4921536K21Rik,C5orf52
4930558K02Rik,C1orf105
4930579F01Rik,C4orf17
1190005I06Rik,C16orf74
Gm27021,C16orf74
1700125H20Rik,C17orf64
E130308A19Rik,KIAA1958
1700001O22Rik,C9orf50
4930524B15Rik,C5orf47
Gm128,C1orf56
1110065P20Rik,C1orf122
4930579G24Rik,C4orf46
Qrfprl,QRFPR
1700113H08Rik,C12orf42
Gm12695,C1orf87
1700028P14Rik,CFAP95
4930590J08Rik,C3orf20
Mrgprb3,MRGPRX1
Mrgprb3,MRGPRX2
Mrgprb3,MRGPRX3
Mrgprb3,MRGPRX4
Fam24b,FAM24B
Gm5901,C11orf42
Pramel40,PRAMEF1
Pramel40,PRAMEF10
Pramel40,PRAMEF11
Pramel40,PRAMEF12
Pramel40,PRAMEF13
Pramel40,PRAMEF15
Pramel40,PRAMEF17
Pramel40,PRAMEF18
Pramel40,PRAMEF19
Pramel40,PRAMEF2
Pramel40,PRAMEF20
Pramel40,PRAMEF22
Pramel40,PRAMEF33
Pramel40,PRAMEF4
Pramel40,PRAMEF5
Pramel40,PRAMEF6
Pramel40,PRAMEF7
Pramel40,PRAMEF8
Gm7982,PRAMEF1
Gm7982,PRAMEF10
Gm7982,PRAMEF11
Gm7982,PRAMEF12
Gm7982,PRAMEF13
Gm7982,PRAMEF14
Gm7982,PRAMEF15
Gm7982,PRAMEF17
Gm7982,PRAMEF18
Gm7982,PRAMEF19
Gm7982,PRAMEF2
Gm7982,PRAMEF20
Gm7982,PRAMEF22
Gm7982,PRAMEF4
Gm7982,PRAMEF5
Gm7982,PRAMEF6
Gm7982,PRAMEF7
Gm7982,PRAMEF8
4933405L10Rik,C16orf86
1700003F12Rik,C20orf144
Gm11562,KRTAP2-2
Gm11562,KRTAP2-3
Gm11562,KRTAP2-4
1700012B09Rik,C11orf97
1700037C18Rik,C16orf90
1110017D15Rik,C9orf24
Ldc1,LDC1P
Olfr459,OR9A2
4930505A04Rik,C2orf73
Jkampl,JKAMP
4921539E11Rik,C1orf141
4932438H23Rik,C21orf62
BC031181,C18orf32
Gm136,C6orf163
Gm94,C5orf46
4930451I11Rik,C16orf92
A930018P22Rik,C11orf91
1700029I15Rik,C11orf94
Aadacl4fm2,AADACL4
Gm5617,C11orf71
1700094D03Rik,CFAP141
9130409I23Rik,DEGS1
1810010H24Rik,C17orf58
Pramel38,PRAMEF1
Pramel38,PRAMEF10
Pramel38,PRAMEF11
Pramel38,PRAMEF12
Pramel38,PRAMEF13
Pramel38,PRAMEF14
Pramel38,PRAMEF15
Pramel38,PRAMEF17
Pramel38,PRAMEF18
Pramel38,PRAMEF19
Pramel38,PRAMEF2
Pramel38,PRAMEF20
Pramel38,PRAMEF22
Pramel38,PRAMEF33
Pramel38,PRAMEF4
Pramel38,PRAMEF5
Pramel38,PRAMEF6
Pramel38,PRAMEF7
Pramel38,PRAMEF8
Pramel48,PRAMEF1
Pramel48,PRAMEF10
Pramel48,PRAMEF11
Pramel48,PRAMEF12
Pramel48,PRAMEF13
Pramel48,PRAMEF14
Pramel48,PRAMEF15
Pramel48,PRAMEF17
Pramel48,PRAMEF18
Pramel48,PRAMEF19
Pramel48,PRAMEF2
Pramel48,PRAMEF20
Pramel48,PRAMEF22
Pramel48,PRAMEF33
Pramel48,PRAMEF4
Pramel48,PRAMEF5
Pramel48,PRAMEF6
Pramel48,PRAMEF7
Pramel48,PRAMEF8
Pramel35,PRAMEF1
Pramel35,PRAMEF10
Pramel35,PRAMEF11
Pramel35,PRAMEF12
Pramel35,PRAMEF13
Pramel35,PRAMEF14
Pramel35,PRAMEF15
Pramel35,PRAMEF17
Pramel35,PRAMEF18
Pramel35,PRAMEF19
Pramel35,PRAMEF2
Pramel35,PRAMEF20
Pramel35,PRAMEF22
Pramel35,PRAMEF33
Pramel35,PRAMEF4
Pramel35,PRAMEF5
Pramel35,PRAMEF6
Pramel35,PRAMEF7
Pramel35,PRAMEF8
Pramel34,PRAMEF1
Pramel34,PRAMEF10
Pramel34,PRAMEF11
Pramel34,PRAMEF12
Pramel34,PRAMEF13
Pramel34,PRAMEF14
Pramel34,PRAMEF15
Pramel34,PRAMEF17
Pramel34,PRAMEF18
Pramel34,PRAMEF19
Pramel34,PRAMEF2
Pramel34,PRAMEF20
Pramel34,PRAMEF22
Pramel34,PRAMEF33
Pramel34,PRAMEF4
Pramel34,PRAMEF5
Pramel34,PRAMEF6
Pramel34,PRAMEF7
Pramel34,PRAMEF8
Pramel47,PRAMEF1
Pramel47,PRAMEF10
Pramel47,PRAMEF11
Pramel47,PRAMEF12
Pramel47,PRAMEF13
Pramel47,PRAMEF15
Pramel47,PRAMEF17
Pramel47,PRAMEF18
Pramel47,PRAMEF19
Pramel47,PRAMEF2
Pramel47,PRAMEF20
Pramel47,PRAMEF22
Pramel47,PRAMEF33
Pramel47,PRAMEF4
Pramel47,PRAMEF5
Pramel47,PRAMEF6
Pramel47,PRAMEF7
Pramel47,PRAMEF8
4931414P19Rik,C14orf93
Zfp600,ZNF267
Zfp600,ZNF600
Pramel37,PRAMEF1
Pramel37,PRAMEF10
Pramel37,PRAMEF11
Pramel37,PRAMEF12
Pramel37,PRAMEF13
Pramel37,PRAMEF14
Pramel37,PRAMEF15
Pramel37,PRAMEF17
Pramel37,PRAMEF18
Pramel37,PRAMEF19
Pramel37,PRAMEF2
Pramel37,PRAMEF20
Pramel37,PRAMEF22
Pramel37,PRAMEF4
Pramel37,PRAMEF5
Pramel37,PRAMEF6
Pramel37,PRAMEF7
Pramel37,PRAMEF8
Pramel49,PRAMEF1
Pramel49,PRAMEF10
Pramel49,PRAMEF11
Pramel49,PRAMEF12
Pramel49,PRAMEF13
Pramel49,PRAMEF14
Pramel49,PRAMEF15
Pramel49,PRAMEF17
Pramel49,PRAMEF18
Pramel49,PRAMEF19
Pramel49,PRAMEF2
Pramel49,PRAMEF20
Pramel49,PRAMEF22
Pramel49,PRAMEF33
Pramel49,PRAMEF4
Pramel49,PRAMEF5
Pramel49,PRAMEF6
Pramel49,PRAMEF7
Pramel49,PRAMEF8
Pramel46,PRAMEF1
Pramel46,PRAMEF10
Pramel46,PRAMEF11
Pramel46,PRAMEF12
Pramel46,PRAMEF13
Pramel46,PRAMEF14
Pramel46,PRAMEF15
Pramel46,PRAMEF17
Pramel46,PRAMEF18
Pramel46,PRAMEF19
Pramel46,PRAMEF2
Pramel46,PRAMEF20
Pramel46,PRAMEF22
Pramel46,PRAMEF33
Pramel46,PRAMEF4
Pramel46,PRAMEF5
Pramel46,PRAMEF6
Pramel46,PRAMEF7
Pramel46,PRAMEF8
2310009B15Rik,C1orf53
Rgs22,RGS22
Rhbdf2,RHBDF2
Rhob,RHOB
Rhod,RHOD
Rhox10,RHOXF1
Rhox11,RHOXF1
Rhox12,RHOXF1
Rimbp3,RIMBP3
Rimbp3,RIMBP3B
Rimbp3,RIMBP3C
Rims1,RIMS1
Ring1,RING1
Rita1,RITA1
Rln1,INSL4
Rln1,RLN1
Rln1,RLN2
Rmdn2,RMDN2
Rmnd5a,RMND5A
Rnase10,RNASE10
Rnase11,RNASE11
Rnase13,RNASE13
Rnase9,RNASE9
Rnasel,RNASEL
Rnf112,RNF112
Rnf123,RNF123
Rnf125,RNF125
Rnf135,RNF135
Rnf138,RNF138
Rnf149,RNF149
Rnf166,RNF166
Rnf186,RNF186
Rnf187,RNF187
Rnf208,RNF208
Rnf222,RNF222
Rnf227,RNF227
Rnf40,RNF40
Rnf43,RNF43
Ropn1,ROPN1
Ropn1,ROPN1B
Ros1,ROS1
Rp1,RP1
Rph3al,RPH3AL
Gm10132,RPL23A
Rpl3l,RPL3L
Rpl41,RPL41
Rps19,RPS19
Rps6kb2,RPS6KB2
Rptn,RPTN
Rpusd3,RPUSD3
Rsbn1,RSBN1
Rsbn1l,RSBN1L
Zfp456,ZNF254
Zfp456,ZNF429
Zfp456,ZNF595
Zfp456,ZNF726
Zfp456,ZNF93
Zfp455,ZNF254
Zfp455,ZNF429
Zfp455,ZNF595
Zfp455,ZNF726
Zfp455,ZNF93
Rspo4,RSPO4
Rtf1,RTF1
Rtl4,RTL4
Rtl6,RTL6
Rtl9,RTL9
Rtp1,RTP1
Rtp2,RTP2
Rtp3,RTP3
Rtp4,RTP4
Rufy3,RUFY3
Rufy4,RUFY4
Rundc1,RUNDC1
Rwdd2a,RWDD2A
S100a3,S100A3
S100a7a,S100A7
S100a7a,S100A7A
S100a7a,S100A7L2
S100a8,S100A8
S100a9,S100A9
S100g,S100G
S100pbp,S100PBP
Samd15,SAMD15
Samd4b,SAMD4B
Sapcd1,SAPCD1
Satl1,SATL1
Saxo1,SAXO1
Sbds,SBDS
Sbno1,SBNO1
Sbno2,SBNO2
Sbpl,ZG16B
Sbp,ZG16B
Sbsn,SBSN
Scand1,SCAND1
Scgb1a1,SCGB1A1
Scgb1c1,SCGB1C1
Scgb1c1,SCGB1C2
Scgb2a2,SCGB2A1
Scgb2a2,SCGB2A2
Scgb3a2,SCGB3A2
Iqschfp,IQCJ-SCHIP1
Scimp,SCIMP
Scn10a,SCN10A
Scn11a,SCN11A
Scn5a,SCN5A
Scnn1a,SCNN1A
Scnn1b,SCNN1B
Scnn1g,SCNN1G
Scrg1,SCRG1
Scrn1,SCRN1
Sct,SCT
Sctr,SCTR
Sdc1,SDC1
Sdr9c7,SDR9C7
Sec1,SEC1P
Sec14l1,SEC14L1
Sec14l5,SEC14L5
Sec61a2,SEC61A2
Sectm1a,SECTM1
Sectm1b,SECTM1
Sell,SELL
Semg1,SEMG1
Semg1,SEMG2
Septin1,SEPTIN1
Septin11,SEPTIN11
Serpinb10,SERPINB10
Serpinb11,SERPINB11
Serpinb12,SERPINB12
Serpinb5,SERPINB5
Serpinb7,SERPINB7
Serpini2,SERPINI2
Sertad1,SERTAD1
Sertm1,SERTM1
Sez6l,SEZ6L
Sfrp4,SFRP4
Gm12166,SFT2D1
Sfta2,SFTA2
Sftpc,SFTPC
Sh2b2,SH2B2
Sh3tc1,SH3TC1
Shb,SHB
Shc4,SHC4
Shcbp1l,SHCBP1L
Shf,SHF
Shisa6,SHISA6
Shisal2a,SHISAL2A
Shld1,SHLD1
Siah3,SIAH3
Sidt1,SIDT1
Sidt2,SIDT2
Siglec1,SIGLEC1
Siglecf,SIGLEC14
Siglecf,SIGLEC5
Siglecf,SIGLEC6
Sim2,SIM2
Sirpa,SIRPA
Sirpa,SIRPB1
Sirpa,SIRPG
F830045P16Rik,SIRPB3P
Sit1,SIT1
Skint1,SKINT1L
Slamf1,SLAMF1
Slamf8,SLAMF8
Slamf9,SLAMF9
Slc10a5,SLC10A5
Slc10a6,SLC10A6
Slc11a1,SLC11A1
Slc12a6,SLC12A6
Slc13a2,SLC13A2
Slc16a14,SLC16A14
Slc17a1,SLC17A1
Slc17a2,SLC17A2
Slc17a3,SLC17A3
Slc17a4,SLC17A4
Slc18a1,SLC18A1
Slc22a19,SLC22A10
Slc22a19,SLC22A25
Slc22a19,SLC22A9
Slc25a45,SLC25A45
Slc26a7,SLC26A7
Slc26a8,SLC26A8
Slc26a9,SLC26A9
Slc27a3,SLC27A3
Slc28a2,SLC28A2
Slc28a2b,SLC28A2
Slc28a3,SLC28A3
Slc2a4,SLC2A4
Slc2a7,SLC2A7
Slc34a3,SLC34A3
Slc35d3,SLC35D3
Slc35f5,SLC35F5
Slc38a1,SLC38A1
Slc39a12,SLC39A12
Slc41a3,SLC41A3
Slc46a2,SLC46A2
Slc4a9,SLC4A9
Slc51b,SLC51B
Slc5a10,SLC5A10
Slc5a4a,SLC5A4
Slc6a12,SLC6A12
Slc6a20a,SLC6A20
Slc6a20b,SLC6A20
Slc9a3r2,SLC9A3R2
Slc9a4,SLC9A4
Slc9a9,SLC9A9
Slc9c1,SLC9C1
Slco4c1,SLCO4C1
Slco6c1,SLCO6A1
Slco6d1,SLCO6A1
Slfn8,SLFN11
Slfn8,SLFN13
Slfn9,SLFN11
Slfn9,SLFN13
Slfn2,SLFN12L
Slfn4,SLFN12
Slfn4,SLFN12L
Slfn5,SLFN5
Slfnl1,SLFNL1
Slitrk1,SLITRK1
Sln,SLN
Slpi,SLPI
Slurp1,SLURP1
Slurp2,SLURP2
Smagp,SMAGP
Smco1,SMCO1
Smcp,SMCP
Smim11,SMIM11
Olfr1344,SMIM17
Smim22,SMIM22
Smim23,SMIM23
Smim3,SMIM3
Smlr1,SMLR1
Smoc2,SMOC2
Sms-ps,SMS
Snhg11,SNHG11
Sntn,SNTN
Snx31,SNX31
Snx32,SNX32
Sohlh1,SOHLH1
Sohlh2,CCDC169-SOHLH2
Sohlh2,SOHLH2
Sorcs1,SORCS1
Sowahb,SOWAHB
Spaca6,SPACA6
Spag11b,SPAG11B
Spag4,SPAG4
Spata1,SPATA1
Spata16,SPATA16
Spata19,SPATA19
Spata21,SPATA21
Spata22,SPATA22
Spata24,SPATA24
Spata25,SPATA25
Spata3,SPATA3
Spata31,SPATA31A1
Spata31,SPATA31A3
Spata31,SPATA31A5
Spata31,SPATA31A6
Spata31,SPATA31A7
Spata31,SPATA31C1
Spata31d1d,SPATA31D1
Spata31d1a,SPATA31D1
Spata31d1a,SPATA31D3
Spata31d1a,SPATA31D4
Spata32,SPATA32
Spata33,SPATA33
Spata48,SPATA48
Spata9,SPATA9
Spatc1,SPATC1
Spatc1l,SPATC1L
Spats1,SPATS1
Spats2,SPATS2
Spats2l,SPATS2L
Spdef,SPDEF
Spdye4b,SPDYE1
Spdye4b,SPDYE16
Spdye4b,SPDYE2
Spdye4b,SPDYE2B
Spdye4b,SPDYE3
Spdye4b,SPDYE4
Spdye4b,SPDYE5
Spdye4b,SPDYE6
Spdye4b,SPDYE7P
Spdye4a,SPDYE1
Spdye4a,SPDYE16
Spdye4a,SPDYE2
Spdye4a,SPDYE2B
Spdye4a,SPDYE3
Spdye4a,SPDYE4
Spdye4a,SPDYE5
Spdye4a,SPDYE6
Spdye4a,SPDYE7P
Spef1,SPEF1
Spem1,SPEM1
Spem2,SPEM2
Spesp1,SPESP1
Sphk1,SPHK1
Spindoc,SPINDOC
Spink13,SPINK13
Spink14,SPINK14
Spink5,SPINK5
Spink6,SPINK6
Spink7,SPINK7
Spink8,SPINK8
Spp1,SPP1
Spp2,SPP2
Sppl2a,SPPL2A
Sppl2c,SPPL2C
Sprr1a,SPRR1A
Sprr1a,SPRR1B
Sprr1b,SPRR1A
Sprr1b,SPRR1B
Sprr3,SPRR3
Sprtn,SPRTN
Spsb2,SPSB2
Spta1,SPTA1
Sptbn4,SPTBN4
Spz1,SPZ1
Srcin1,SRCIN1
Srrm3,SRRM3
Sry,SRY
Ss18l1,SS18L1
Ssc4d,SSC4D
Ssc5d,SSC5D
Ssmem1,SSMEM1
Sspo,SSPOP
St3gal6,ST3GAL6
Stac2,STAC2
Stap1,STAP1
Stard6,STARD6
Steap1,STEAP1
Steap1,STEAP1B
Stk32c,STK32C
Stk4,STK4
Stkld1,STKLD1
Ston1,STON1
Ston1,STON1-GTF2A1L
Stpg3,STPG3
Stpg4,STPG4
Stradb,STRADB
Sucnr1,SUCNR1
Sugp2,SUGP2
Sun3,SUN3
Sun5,SUN5
Susd2,SUSD2
Svs3b,SEMG1
Svs3b,SEMG2
Svs3a,SEMG1
Svs3a,SEMG2
Syde1,SYDE1
Syndig1,SYNDIG1
Syngr4,SYNGR4
Synj2,SYNJ2
Synpo,SYNPO
Tacstd2,TACSTD2
Taf1d,TAF1D
Taf7l,TAF7L
Tas2r118,TAS2R16
Tas2r135,TAS2R60
Tasl,TASL
Tbc1d8,TBC1D8
Tbc1d9b,TBC1D9B
Tbx10,TBX10
Tc2n,TC2N
Tceal1,TCEAL1
Tceal5,TCEAL5
Tceal7,TCEAL7
Tceal8,TCEAL8
Tceal9,TCEAL9
Tceanc,TCEANC
Tcerg1l,TCERG1L
Tcf24,TCF24
Tcl1,TCL1A
Tcp10b,TCP10L2
Tcp10c,TCP10L
